1380,1611,800
1380,1611,900
1383,1615,900
1385,1618,900
1388,1621,900
1388,1621,800
1376,1609,800
1376,1609,900
1372,1607,900
1369,1604,900
1365,1601,900
1362,1598,900
1358,1596,900
1354,1593,900
1350,1591,900
1346,1588,900
1342,1586,900
1341,1587,900
1337,1584,900
1333,1582,900
1329,1579,900
1328,1580,900
1327,1581,900
1323,1578,900
1324,1577,900
1326,1581,900
1322,1579,900
1319,1575,900
1318,1576,900
1314,1573,900
1312,1574,900
1311,1575,900
1310,1576,900
1309,1576,900
1306,1573,900
1305,1573,900
1308,1577,900
1306,1578,900
1305,1578,900
1303,1574,900
1299,1571,900
1296,1568,900
1298,1572,900
1295,1568,900
1297,1573,900
1296,1573,900
1294,1569,900
1291,1566,900
1289,1561,900
1291,1561,900
1292,1560,900
1293,1559,900
1294,1559,900
1296,1558,900
1297,1557,900
1298,1557,900
1299,1556,900
1302,1559,900
1301,1560,900
1303,1564,900
1301,1565,900
1300,1566,900
1299,1566,900
1298,1567,900
1301,1571,900
1302,1570,900
1302,1570,800
1379,1613,800
1379,1613,900
1382,1616,900
1382,1616,800
1453,1697,800
1453,1697,900
1455,1702,900
1458,1705,900
1461,1708,900
1464,1711,900
1466,1716,900
1468,1720,900
1470,1724,900
1473,1729,900
1475,1733,900
1477,1738,900
1479,1742,900
1482,1747,900
1481,1748,900
1483,1752,900
1482,1754,900
1485,1758,900
1484,1759,900
1487,1764,900
1486,1765,900
1485,1767,900
1484,1768,900
1484,1769,900
1486,1774,900
1486,1775,900
1485,1776,900
1484,1778,900
1484,1779,900
1483,1780,900
1486,1785,900
1485,1786,900
1483,1782,900
1486,1784,900
1487,1782,900
1488,1781,900
1488,1781,800
1456,1701,800
1456,1701,900
1459,1704,900
1462,1707,900
1462,1707,800
1360,1595,800
1360,1595,900
1361,1599,900
1357,1596,900
1353,1594,900
1349,1592,900
1345,1589,900
1344,1585,900
1348,1587,900
1352,1590,900
1356,1592,900
1356,1592,800
1399,1641,800
1399,1641,900
1402,1644,900
1405,1647,900
1408,1651,900
1411,1654,900
1411,1654,800
1467,1714,800
1467,1714,900
1469,1719,900
1471,1723,900
1467,1721,900
1470,1726,900
1472,1730,900
1474,1735,900
1476,1739,900
1479,1743,900
1482,1745,900
1480,1741,900
1478,1736,900
1476,1732,900
1473,1728,900
1473,1728,800
1451,1700,800
1451,1700,900
1453,1704,900
1455,1709,900
1458,1712,900
1461,1716,900
1463,1721,900
1465,1725,900
1464,1726,900
1466,1731,900
1466,1732,900
1469,1735,900
1472,1738,900
1468,1736,900
1467,1738,900
1469,1742,900
1472,1747,900
1471,1748,900
1470,1749,900
1473,1752,900
1476,1757,900
1475,1758,900
1474,1760,900
1474,1761,900
1473,1762,900
1469,1760,900
1472,1763,900
1469,1761,900
1471,1766,900
1472,1765,900
1468,1763,900
1470,1767,900
1470,1767,800
1454,1703,800
1454,1703,900
1450,1701,900
1450,1701,800
1463,1712,800
1463,1712,900
1465,1717,900
1465,1717,800
1458,1713,800
1458,1713,900
1460,1717,900
1462,1722,900
1466,1724,900
1464,1719,900
1464,1719,800
1334,1576,800
1334,1576,900
1330,1573,900
1326,1570,900
1325,1571,900
1329,1574,900
1330,1578,900
1332,1582,900
1336,1585,900
1334,1581,900
1338,1583,900
1340,1587,900
1344,1590,900
1344,1590,800
1337,1579,800
1337,1579,900
1333,1576,900
1333,1576,800
1327,1570,800
1327,1570,900
1323,1567,900
1322,1568,900
1319,1564,900
1315,1562,900
1311,1559,900
1310,1560,900
1309,1561,900
1305,1558,900
1306,1557,900
1307,1561,900
1303,1559,900
1301,1555,900
1301,1555,800
1453,1712,800
1453,1712,900
1452,1714,900
1451,1715,900
1453,1719,900
1453,1720,900
1452,1722,900
1451,1723,900
1450,1724,900
1449,1725,900
1449,1726,900
1448,1728,900
1447,1729,900
1451,1731,900
1450,1732,900
1446,1730,900
1449,1733,900
1445,1731,900
1445,1732,900
1449,1734,900
1449,1734,800
1455,1717,800
1455,1717,900
1454,1718,900
1450,1716,900
1450,1716,800
1467,1730,800
1467,1730,900
1463,1728,900
1463,1728,800
1317,1561,800
1317,1561,900
1318,1565,900
1314,1563,900
1314,1563,800
1485,1750,800
1485,1750,900
1484,1751,900
1480,1749,900
1478,1745,900
1474,1743,900
1471,1740,900
1470,1741,900
1472,1745,900
1469,1743,900
1468,1745,900
1468,1745,800
1321,1569,800
1321,1569,900
1320,1569,900
1321,1574,900
1325,1576,900
1326,1576,900
1326,1576,800
1335,1586,800
1335,1586,900
1331,1583,900
1331,1583,800
1435,1700,800
1435,1700,900
1434,1701,900
1433,1702,900
1433,1702,800
1486,1756,800
1486,1756,900
1486,1757,900
1482,1755,900
1479,1751,900
1476,1747,900
1476,1747,800
1446,1715,800
1446,1715,900
1448,1720,900
1447,1721,900
1446,1722,900
1445,1723,900
1445,1723,800
1449,1718,800
1449,1718,900
1445,1716,900
1445,1716,800
1314,1568,800
1314,1568,900
1316,1572,900
1320,1574,900
1320,1574,800
1454,1726,800
1454,1726,900
1456,1731,900
1455,1732,900
1452,1730,900
1455,1733,900
1455,1733,800
1488,1761,800
1488,1761,900
1487,1763,900
1483,1761,900
1483,1762,900
1482,1763,900
1481,1765,900
1478,1763,900
1478,1763,800
1325,1582,800
1325,1582,900
1320,1579,900
1316,1577,900
